id,object_name,address,chain,object_type,number
17339,THE OFF BEAT BAR,6316 YORK BLVD,FALSE,Bar,34
17340,SEN ASIAN KITCHEN,2000 AVE OF STARS # QSR30,TRUE,Restaurant,92
17341,THE FABRIQUE CAFE,125 W 5TH ST,FALSE,Restaurant,4
17342,OH MA NI,807 S ARDMORE AVE,FALSE,Restaurant,5
17343,HOT DOG ON A STICK,10800 W PICO BLVD STE 304,FALSE,Restaurant,11
17344,ETA COCTAIL,5630 N FIGUEROA ST,FALSE,Restaurant,36
17345,TENANTS OF THE TREES,2810 HYPERION AVE,FALSE,Restaurant,118
17346,EL RECREO ROOM,506 W AVENUE 28,FALSE,Restaurant,29
17347,BEANTAGE,345 S BROADWAY,FALSE,Restaurant,28
17348,TONIGHT,3800 W PICO BLVD,FALSE,Restaurant,29
17349,LAS HADAS RESTAURANT,1529 W FLORENCE AVE,TRUE,Restaurant,129
17350,HABIBI CAFE & LOUNGE,923 BROXTON AVE,FALSE,Restaurant,225
17351,COCO FRESH TEA & JUICE,11301 W OLYMPIC BLVD STE 105,TRUE,Restaurant,22
17352,ME-RYUN,966 S WESTERN AVE STE 107,FALSE,Restaurant,102
17353,CHARLIE'S,3140 W FLORENCE AVE,FALSE,Restaurant,43
17354,DAVE & BUSTER'S #0078,6801 HOLLYWOOD BLVD #363,FALSE,Restaurant,183
17355,CHURCH'S FRIED CHICKEN #1021,4720 S CRENSHAW BLVD,FALSE,Restaurant,8
17356,STEFANO'S #1,6081 CENTER DR STE 215,FALSE,Restaurant,23
17357,WETZELS PRETZELS,6081 CENTER DR STE 213,TRUE,Restaurant,15
17358,CHINATOWN STATION,2201 W PICO BLVD STE A,FALSE,Restaurant,24
17359,EXPRESS PRESTO,127 E 9TH ST,FALSE,Fast Food,29
17360,MASTER CHEF,937 N HILL ST,FALSE,Restaurant,107
17361,NATURAL JUICE,322 E PICO BLVD,FALSE,Restaurant,7
17362,HAPPY BAKERY INC,5165 E WHITTIER BLVD,TRUE,Bakery,18
17363,BERLIN CURRYWURST,3827 W SUNSET BLVD STE #C,TRUE,Restaurant,1
17364,VICKY'S RESTAURANT,2308 E 1ST ST,TRUE,Restaurant,1
17365,PRODUCE JOE'S DELI,1601 E OLYMPIC BLVD STE 550,TRUE,Restaurant,12
17366,REDCAT,631 W 2ND ST,FALSE,Restaurant,23
17367,DU-PAR'S RESTAURANTS & BAKERY,6333 W 3RD ST # 210,TRUE,Bakery,126
17368,AIR CANADA MAPLE LEAF LOUNGE,200 WORLD WAY # T2,FALSE,Restaurant,71
17369,YOGURTLAND WESTCHESTER,8752 S SEPULVEDA BLVD,TRUE,Restaurant,1
17370,GROUNDWORK COFFEE -THE GROVE (KIOSK),189 THE GROVE DRIVE # K2,TRUE,Cafe,10
17371,FIX COFFEE,2100 ECHO PARK AVE,FALSE,Cafe,29
17372,SLICEYS PIZZA,3627 W PICO BLVD,FALSE,Pizza,7
17373,BLISS BAKERY INC.,333 S ALAMEDA ST STE 100,TRUE,Bakery,12
17374,BITES I,10960 WILSHIRE BLVD STE 140,FALSE,Restaurant,25
17375,OXFORD MARKET,3525 W 8TH ST,FALSE,Restaurant,7
17376,STARBUCKS - ARRIVAL,200 WORLD WAY # T281,TRUE,Cafe,4
17377,MORINOYA,11301 W OLYMPIC BLVD STE 210,FALSE,Restaurant,49
17378,MAKOTO CHINESE FAST FOOD,6201 WHITTIER BLVD,TRUE,Restaurant,9
17379,MCDONALD'S # 4117,5725 YORK BLVD,TRUE,Fast Food,124
17380,TIERRA NAGARIT,915 S CENTRAL AVE,FALSE,Restaurant,20
17381,DAILY DONUTS,1100 N VERMONT AVE STE 18,TRUE,Fast Food,16
17382,JULIA'S ANTOJITOS #1,3425 E 1ST ST # 106,FALSE,Restaurant,20
17383,YOSHINOYA #1143,3021 S FIGUEROA ST,TRUE,Restaurant,122
17384,CUSTOM HOTEL - POOL BAR & STORAGE,8639 LINCOLN BLVD,FALSE,Bar,6
17385,BOSCO CAFE BAKERY,928 S WESTERN AVE # #103,TRUE,Bakery,12
17386,WIEN DOWNTOWN,1212 S STANFORD AVE STE 101,FALSE,Restaurant,26
17387,VIRGIN AMERICA LOFT,300 WORLD WAY,FALSE,Restaurant,131
17388,ENIGMA COFFEE,7801 SUNSET BLVD,FALSE,Cafe,17
17389,YI MAT CAFE,3064 W 8TH ST,FALSE,Restaurant,24
17390,EL CHALATECO,1540 W ADAMS BLVD,TRUE,Restaurant,3
17391,THE ROGER ROOM,370 N LA CIENEGA BLVD,FALSE,Restaurant,34
17392,SASSAFRAS,1235 N VINE ST,FALSE,Restaurant,124
17393,JACK IN THE BOX #3343,4228 N FIGUEROA ST,TRUE,Restaurant,106
17394,BLAZING STONE PIZZA,3501 MONTEREY RD,FALSE,Pizza,14
17395,HAROLD & BELLE'S CREOLE RESTAURANT,2920 W JEFFERSON AVE,TRUE,Restaurant,194
17396,"TAING,SIAM BOY",4315 N FIGUEROA ST,FALSE,Restaurant,21
17397,BURGER KING,300 WORLD WAY,TRUE,Fast Food,92
17398,ASAVA THAI,970 N WESTERN AVE,FALSE,Restaurant,34
17399,KINDNESS AND MISCHIEF,5537 N FIGUEROA ST,FALSE,Restaurant,24
17400,1810 RESTAURANT,105 W 9TH ST,TRUE,Restaurant,45
17401,WHICH WICH,2212 SAWTELLE BLVD,TRUE,Restaurant,15
17402,CINDY'S DONUTS,2157 W CENTURY BLVD,FALSE,Fast Food,12
17403,SANTA MONICA CHEVRON,11261 SANTA MONICA BLVD,FALSE,Restaurant,11
17404,CUSTOM HOTEL - EMPLOYEE CAFE,8639 LINCOLN BLVD,FALSE,Restaurant,20
17405,NEVEUX ARTISAN CREAMERY,7407 1/2 MELROSE AVE,FALSE,Restaurant,27
17406,NAEMAMDU MANDU,3500 W 6TH ST # 100C,FALSE,Restaurant,11
17407,KELLY'S COFFEE & FUDGE,231 E 12TH ST,FALSE,Cafe,27
17408,33 TAPS,6263 HOLLYWOOD BLVD,FALSE,Restaurant,153
17409,NUNO D&T MARKET,1605 S HOOVER ST,FALSE,Restaurant,3
17410,SOUPLANTATION # 17,100 N LA CIENEGA BLVD # E-3,TRUE,Restaurant,199
17411,BLIPSY BARCADE,369 N WESTERN AVE,FALSE,Bar,29
17412,SIROODANG,1059 S ALVARADO ST # A,FALSE,Restaurant,14
17413,TACO BELL #3052,5406 E WHITTIER BLVD,TRUE,Fast Food,42
17414,EL NUEVO ILOVASCO,1436 S VERMONT AVE,FALSE,Restaurant,106
17415,LUPITAS CAFE,6428 S COMPTON AVE,FALSE,Restaurant,138
17416,FRANCOHS BAR,1903 E NADEAU ST,FALSE,Bar,29
17417,EVO CAFE,11870 SANTA MONICA BLVD # 111,FALSE,Restaurant,3
17418,CALIFORNIA DONUTS,801 S ALVARADO ST,TRUE,Fast Food,29
17419,GATE OF INDIA,7300 W SUNSET BLVD # D & E,TRUE,Restaurant,45
17420,EL LATINO ALEGRE,1710 FIRESTONE BLVD,FALSE,Restaurant,1
17421,ROSCOES CHICKEN & WAFFLES,5006 W PICO BLVD,FALSE,Restaurant,83
17422,OLYMPIC DONUTS,2337 E 4TH ST,FALSE,Fast Food,19
17423,GONJI AM RESTAURANT,4653 1/2 W BEVERLY BLVD,TRUE,Restaurant,35
17424,GRAFFITI,180 S LA BREA AVE,FALSE,Restaurant,123
17425,CAFFE DELIZIOSO,4727 WILSHIRE BLVD STE 110,TRUE,Restaurant,24
17426,PANADERIA Y PASTELERIA EL GOBO,4611 OLYMPIC BLVD,FALSE,Restaurant,24
17427,CARL'S JR #422,2320 E 4TH ST,TRUE,Restaurant,45
17428,LUISA'S PLACE,5816 HEREFORD DR,FALSE,Restaurant,11
17429,MCDONALD'S #5197968,4000 S FIGUEROA ST,TRUE,Fast Food,87
17430,LITO'S CORK ROOM,6007 E OLYMPIC BLVD,FALSE,Restaurant,31
17431,BETTY'S PASTA HOUSE,6047 E OLYMPIC BLVD,FALSE,Restaurant,182
17432,ENERJUICER CAFE,718 S LOS ANGELES ST STE #D,FALSE,Restaurant,20
17433,PANINI CAFE,8054 W 3RD ST,TRUE,Restaurant,100
17434,LOS ANGELES TIMES,145 S SPRING ST # L,FALSE,Restaurant,182
17435,STARBUCKS COFFEE #6608,300 E 9TH ST,TRUE,Cafe,27
17436,7TH STREET CAFE,225 W 7TH ST,FALSE,Restaurant,11
17437,LOLLICUP TEA & COFFEE ZONE,988 N HILL ST STE 119,TRUE,Cafe,13
17438,POMODORO,1393 WESTWOOD BLVD,FALSE,Restaurant,49
17439,MR CHURRO BAKERY,849 N ALAMEDA ST # #E112,TRUE,Bakery,21
17440,MIRAK 2 RESTAURANT,1101 S VERMONT AVE STE 103,TRUE,Restaurant,103
17441,PITA ON VINE,01253 N VINE ST # #7A,TRUE,Restaurant,29
17442,SHARKY'S WOODFIRED MEXICAN G,1716 N CAHUENGA BLVD,FALSE,Restaurant,100
17443,5 LINE RESTAURANT,2136 W COLORADO BLVD # A,TRUE,Restaurant,41
17444,AWASH RESTAURANT,5990 1/2 W PICO BLVD,TRUE,Restaurant,42
17445,CHAYITAS ICE CREAM,2805 N FIGUEROA ST,FALSE,Restaurant,26
17446,ONO HAWAIIAN BBQ,12115 SANTA MONICA BLVD,TRUE,Restaurant,32
17447,HOUSE OF MEATBALLS,1076 GAYLEY AVE,FALSE,Restaurant,34
17448,DAVE'S CHILLIN N GRILLIN,2152 COLORADO BLVD,FALSE,Restaurant,7
17449,STARBUCKS COFFEE #5373,7122 BEVERLY BLVD STE #D,TRUE,Cafe,8
17450,STARBUCKS COFFEE #15177,6933 HOLLYWOOD BLVD,TRUE,Cafe,3
17451,SHOPHOUSE SOUTH EAST ASIAN  KITCHEN,8424 BEVERLY BLVD,TRUE,Restaurant,33
17452,ECHIGO,12217 SANTA MONICA BLVD STE 201,FALSE,Restaurant,32
17453,PARIS BAKERY,1448 WESTWOOD BLVD,TRUE,Bakery,23
17454,BOCA DEL RIO RESTAURANT,3706 WHITTIER BLVD,TRUE,Restaurant,35
17455,HOLLYWOOD BRICKYARD,1810 WILCOX AVE,FALSE,Restaurant,24
17456,DLS EVENTS,6215 SUNSET BLVD,FALSE,Restaurant,15
17457,LUPILLO'S BAR,266 E VERNON AVE,FALSE,Bar,43
17458,GOBSON DUNN & CRUTCHER 53 FL,333 S GRAND AVE # 53,FALSE,Restaurant,43
17459,LATHAM & WATKINS CAFE,355 S GRAND AVE STE 100,FALSE,Restaurant,94
17460,EL PEREGRINO,5517 S BROADWAY,FALSE,Restaurant,69
17461,BIG CATCH BRENWOOD,12009 WILSHIRE BLVD,FALSE,Restaurant,123
17462,"MARISCOS SINALOENSE, INC",10024 S FIGUEROA ST,FALSE,Restaurant,19
17463,TSURI,7015 MELROSE AVE,FALSE,Restaurant,44
17464,EMPORIUM THAI CUISINE,1275 WESTWOOD BLVD,FALSE,Restaurant,41
17465,TACO BELL #15349,5801 S VERMONT AVE,TRUE,Fast Food,31
17466,PHO 21,705 S WESTERN AVE,FALSE,Restaurant,41
17467,ENDORFFEINE,727 N BROADWAY # 127,FALSE,Restaurant,19
17468,GOLDS GYM,725 S FIGUEROA ST STE 100,FALSE,Restaurant,16
17469,TARGET,735 S FIGUEROA ST,FALSE,Cafe,6
17470,FRANCOISA BAKERY,1015 S WALL ST STE #117,TRUE,Bakery,22
17471,A BEAUTFUL LIFE ESSERT BOUTIQUE,216 SPRING ST,FALSE,Restaurant,12
17472,PIAZZA LOUNGE,8500 BEVERLY BLVD STE K604,FALSE,Restaurant,42
17473,JOHNNY ROCKET,6081 CENTER DR STE 109,TRUE,Restaurant,88
17474,TOMODACHI SUSHI,10975 WEYBURN AVE,FALSE,Restaurant,32
17475,PIAZZA LOUNGE REMOTE PREP.,8500 BEVERLY BLVD # 630,FALSE,Restaurant,18
17476,NAM DAE MOON JIP RESTAURANT,3470 W 6TH ST STE 2-A,TRUE,Restaurant,38
17477,BROOME STREET GENERAL STORE,2912 ROWENA AVE,FALSE,Restaurant,9
17478,"SKADDEN, ARPS, SLATE & MEAGH",300 S GRAND AVE # 32/33,FALSE,Restaurant,74
17479,BURGER KING # 1630,3036 CRENSHAW BLVD,TRUE,Fast Food,140
17480,CANELE,3219 GLENDALE BLVD,FALSE,Restaurant,144
17481,I LOVE SWEETEA,318 S LA BREA AVE,FALSE,Restaurant,18
17482,CAP N LEE'S SEAFOOD,404 S FIGUEROA ST STE 401B,TRUE,Restaurant,17
17483,TAZA,1825 W SUNSET BLVD,FALSE,Restaurant,14
17484,TINA'S TACOS,135 N GRAND AVE,FALSE,Fast Food,2
17485,ICY RUSH,2148 W SUNSET BLVD,FALSE,Restaurant,2
17486,IMPRESSARIO RISTORANTE & BAR,135 N GRAND AVE,FALSE,Bar,90
17487,GOLD ROOM,1558 W SUNSET BLVD,FALSE,Restaurant,42
17488,MR GOOD'S DONUT SHOP,4601 N HUNTINGTON DR N,FALSE,Fast Food,23
17489,CLUB HOUSE USA,2218 N SAN FERNANDO RD,FALSE,Restaurant,4
17490,TOM'S #5,4497 W PICO BLVD,FALSE,Restaurant,34
17491,TRIMANA,6500 WILSHIRE BLVD # 130,TRUE,Restaurant,43
17492,PAZZO GELATO,735 S FIGUEROA ST #113,FALSE,Restaurant,19
17493,RASPADOS DON MANUEL,4201 E CESAR E CHAVEZ AVE,TRUE,Restaurant,9
17494,PANADERIA LOS REYES #2,4230 E CESAR E CHAVEZ AVE,FALSE,Restaurant,27
17495,LA CHISPA DE ORO,2217 E CESAR E CHAVEZ AVE,FALSE,Restaurant,38
17496,YOSHINOYA #1219,642 S ALVARADO ST,TRUE,Restaurant,49
17497,CAL TIKI CLUB,3835 E WHITTIER BLVD,FALSE,Restaurant,5
17498,PIZZA HUT #26163,4209 E CESAR E CHAVEZ AVE,TRUE,Pizza,19
17499,JOPOK TOPOKKI,3407 W 6TH ST # 110,FALSE,Restaurant,29
17500,THE PARK'S FINEST,1267 W TEMPLE ST,FALSE,Restaurant,32
17501,CINTHIA'S MARKET & RESTAURANT,801 E 7TH ST,TRUE,Restaurant,20
17502,CBC EAGLE ROCK,1351 COLORADO BLVD,TRUE,Restaurant,12
17503,SABORES,7215 S HOOPER AVE,FALSE,Restaurant,20
17504,CITY CLUB OF LA,555 S FLOWER ST 51ST,FALSE,Restaurant,227
17505,GRANNY'S DONUTS,1681 N EASTERN AVE,FALSE,Fast Food,1
17506,SMART & FINAL,845 S FIGUEROA ST,TRUE,Cafe,6
17507,THAI FRESH CAFE,1771 WESTWOOD BLVD,FALSE,Restaurant,12
17508,RUBIO'S SIMPLE AND NATURAL,4972 W PICO BLVD STE 102,FALSE,Restaurant,27
17509,JUST JUICE,505 S FLOWER ST STE B33,FALSE,Restaurant,14
17510,LADERA SR D COMMUNITY CENTER,4750 W 62ND ST,FALSE,Restaurant,45
17511,MCDONALD'S,2215 W MARTIN LUTHER KING BLVD,TRUE,Restaurant,46
17512,SPROUTS FARMERS MARKET,1751 S WESTWOOD BLVD,TRUE,Restaurant,15
17513,CAFECITO ORGANICO,534 N HOOVER ST,FALSE,Restaurant,46
17514,SOUPLANTATION # 124,6081 CENTER DR # 102,TRUE,Restaurant,187
17515,PROVIDENCE,5955 MELROSE AVE,FALSE,Restaurant,70
17516,EARTHBAR EQUINOX-DTLA,444 S FLOWER ST #350,TRUE,Bar,3
17517,MCDONALD'S #4589,2020 W OLYMPIC BLVD,TRUE,Fast Food,144
17518,STARBUCKS COFFEE CORPORATION #5291,444 S FLOWER ST STE #170,TRUE,Cafe,39
17519,SUBWAY #32985,1013 S ALVARADO ST,TRUE,Fast Food,24
17520,NICK & STEF'S BAR,330 S HOPE ST,FALSE,Bar,96
17521,TAJ TANDOORI LA,10823 VENICE BLVD,FALSE,Restaurant,8
17522,RINCON DE LOS SAVORES,3425 E 1ST ST # 3433,FALSE,Restaurant,26
17523,TABACHINES COCINA,517 S SPRING ST,FALSE,Restaurant,34
17524,COLORADO WINE COMPANY,2305 COLORADO BLVD,FALSE,Restaurant,24
17525,AYARA THAI CUISINE,6245 W 87TH ST,FALSE,Restaurant,136
17526,STARBUCKS COFFEE #9227,333 S HOPE ST STE 125-C,TRUE,Cafe,10
17527,TROPICANA BAR,7000 HOLLYWOOD BLVD,FALSE,Bar,26
17528,HOLLYWOOD ROSSEVELT SPARE RM,7000 HOLLYWOOD BLVD MEZZ,FALSE,Restaurant,142
17529,DOLBY THEATRE,6801 HOLLYWOOD BLVD,FALSE,Restaurant,15
17530,PIZZA HUT #26166,4351 S CENTRAL AVE,TRUE,Pizza,24
17531,A MAGIC FOREST,12512 W WASHINGTON BLVD,FALSE,Restaurant,3
17532,EASTMONT COMMUNITY CENTER,701 S HOEFNER AVE,FALSE,Restaurant,31
17533,LIBRARY BAR,7000 HOLLYWOOD BLVD,TRUE,Bar,27
17534,SKYLIGHT GARDENS,1139 GLENDON AVE,FALSE,Restaurant,152
17535,XPRESS,4287 BEVERLY BLVD,FALSE,Restaurant,203
17536,FIRST CUP CAFFE,333 S SPRING ST # E6,FALSE,Restaurant,121
17537,TEDDY'S BAR,7000 HOLLYWOOD BLVD,FALSE,Bar,153
17538,TAMALES LILIANA'S,3448 E 1ST ST,FALSE,Restaurant,32
17539,CAFE AMERICANO,4003 WILSHIRE BLVD,FALSE,Restaurant,9
17540,BURGER FACTORY #1,6050 HOLLYWOOD BLVD,TRUE,Fast Food,2
17541,BURGER KING # 10724,1106 N CORNWELL ST,TRUE,Fast Food,103
17542,SHOPHOUSE,6333 W SUNSET BLVD,TRUE,Restaurant,38
17543,CAFE BRIO,11645 WILSHIRE BLVD #100,FALSE,Restaurant,13
17544,SA RESTAURANT,3859 BROADWAY PL # #6,TRUE,Restaurant,13
17545,MAGGIE'S 2FOR 1 PIZZA,3480 E CESAR E CHAVEZ AVE,FALSE,Pizza,4
17546,SOUK SHAWARMA,1111 WILSHIRE BLVD # 104,FALSE,Restaurant,11
17547,JACK IN THE BOX # 5352,12735 S MAIN ST,TRUE,Restaurant,37
17548,MANDARIN CHATEAU RESTAURANT,970 N BROADWAY STE 114,TRUE,Restaurant,91
17549,TOGO'S / 31 BASKIN ROBBINS,6104 W SUNSET BLVD,TRUE,Restaurant,41
17550,CAVA MEZZE GRILL,1073 BROXTON AVE,FALSE,Restaurant,33
17551,OLDTIMERS FOUNDATION,12915 S JARVIS AVE,FALSE,Restaurant,19
17552,HANGARI,3608 W 3RD ST,FALSE,Restaurant,33
17553,DAMORES PIZZA,1136 WESTWOOD BLVD,FALSE,Pizza,44
17554,LE PAIN QUOTIDIEN,13050 SAN VICENTE BLVD STE 114,TRUE,Restaurant,123
17555,CASTLE BBQ,473 N WESTERN AVE # 1,TRUE,Restaurant,128
17556,NAGAO,13050 SAN VICENTE BLVD,FALSE,Restaurant,48
17557,POKE BAR,1135 WESTWOOD BLVD,TRUE,Bar,18
17558,BARHAM DELI,3800 BARHAM BLVD # 106,TRUE,Bar,12
17559,KONG GOOK MAEUL,808 S WESTERN AVE # 210,FALSE,Restaurant,1
17560,LA BURGER,6001 W PICO BLVD,FALSE,Fast Food,2
17561,KIM C SNACK STAND,1206 S MAPLE AVE,FALSE,Restaurant,24
17562,"THE ORIGINAL MARIA'S ITALIAN KITCHEN, LLC.",11723 BARRINGTON CT,FALSE,Restaurant,15
17563,LA COCINITA,4367 W PICO BLVD,FALSE,Restaurant,39
17564,CRAFT PIZZA N' CHICKEN,735 E 12TH ST # 406,FALSE,Pizza,28
17565,EL POLLO LOCO #3301,1833 S LA CIENEGA BLVD,TRUE,Restaurant,31
17566,DIVINIO,11714 BARRINGTON CT,FALSE,Restaurant,32
17567,GOLDEN RIBBON BAKE SHOP,2256 COLORADO BLVD,FALSE,Restaurant,22
17568,JIQUILISCO RESTAURANT,1403 W 11TH ST,TRUE,Restaurant,21
17569,#1 CAFE,2080 CENTURY PARK E STE 108,FALSE,Restaurant,4
17570,TAQUERIA & BAKERY OAXACA,3774 S WESTERN AVE,TRUE,Bakery,14
17571,KENNEDY HALL,451 S ATLANTIC BLVD,FALSE,Restaurant,210
17572,LITTLE TEMPLE,4515 SANTA MONICA BLVD,FALSE,Restaurant,47
17573,LEMONADE,145 S BARRINGTON AVE,TRUE,Restaurant,33
17574,PURPLE EAST,11668 W PICO BLVD,FALSE,Restaurant,45
17575,STARBUCKS COFFEE #5738,11155 SANTA MONICA BLVD,TRUE,Cafe,28
17576,CARDIO MIX STEP AEROBICS,2809 S SAN PEDRO ST,FALSE,Restaurant,28
17577,ENZO'S PIZZERIA,10940 WEYBURN AVE,FALSE,Restaurant,6
17578,DONUT KING,2604 S VERMONT AVE # 104C,TRUE,Fast Food,27
17579,GINGERS DIVINE ICE CREAMS,12550 W WASHINGTON BLVD,FALSE,Restaurant,18
17580,BONAVENTURE BREWING CO BAR,404 S FIGUEROA ST STE 418A,FALSE,Bar,12
17581,MAMA PETRAS BAKERY,105 W WASHINGTON BLVD,TRUE,Bakery,10
17582,NAE GO HYANG RESTAURANT,3516 W 8TH ST # #   A,TRUE,Restaurant,46
17583,HWANG HAE DOE,1100 S SAN PEDRO ST # N4,FALSE,Restaurant,40
17584,CLOVER JUICE,342 S LA BREA AVE,FALSE,Restaurant,12
17585,WINSOME,1115 W SUNSET BLVD,FALSE,Restaurant,98
17586,MARICOS PUERTO ESCONDIDO,3740 E WHITTIER BLVD,FALSE,Restaurant,208
17587,EBISU,356 E 2ND ST,FALSE,Restaurant,85
17588,LE POUR HAUS,1820 INDUSTRIAL ST # #101,FALSE,Restaurant,31
17589,PIZZA MAN,1578 COLORADO BLVD # 5,TRUE,Pizza,23
17590,THE CORNER PLACE,2817 W JAMES M WOOD BLVD,FALSE,Restaurant,154
17591,OCEAN PACIFIC RESTAURANT,859 N BROADWAY,TRUE,Restaurant,19
17592,MCDONALD'S #24834,1311 W WASHINGTON BLVD,TRUE,Restaurant,64
17593,EAGLE ROCK JUICE CO,1565 COLORADO BLVD # #B,TRUE,Restaurant,19
17594,MANA CAFE,1220 S MAPLE ST # 100,FALSE,Restaurant,6
17595,KENTUCKY FRIED CHICKEN,1244 S LA BREA AVE,TRUE,Fast Food,39
17596,GENTLEMANS BUTCHER & DELICAT,10002 NATIONAL BLVD,TRUE,Restaurant,21
17597,BASKIN ROBBINS,1954 W SLAUSON AVE,TRUE,Restaurant,13
17598,RICKY'S COMIDA MEXICANA,2604 S SAN PEDRO ST,FALSE,Restaurant,13
17599,EL NORTENO-PANADERIA RESTAUR,2601 S SAN PEDRO ST,FALSE,Restaurant,12
17600,MOCA CITY,4221 WILSHIRE BLVD STE 190,FALSE,Restaurant,27
17601,LA BAMBA RESTAURANT,4281 BEVERLY BLVD,TRUE,Restaurant,23
17602,LE PETITE,4055 WILSHIRE BLVD STE #100A,FALSE,Restaurant,29
17603,EDUARDOS BORDER GRILL,1830 WESTWOOD BLVD,FALSE,Restaurant,6
17604,SANGAK CAFE,8702 W PICO BLVD,FALSE,Restaurant,29
17605,ROSITA'S BAKERY,1051 W WASHINGTON BLVD STE I,TRUE,Bakery,8
17606,RASPADOS NAYARIT,3426 N BROADWAY,FALSE,Restaurant,21
17607,SSAM BAB HOUSE,928 S WESTERN AVE # 123,FALSE,Restaurant,25
17608,MALS COCKTAIL,2331 S HILL ST,FALSE,Restaurant,46
17609,GALLARDO'S TACO,1501 FIRESTONE BLVD,FALSE,Fast Food,21
17610,NEW BUILDING STONES,4506 W PICO BLVD,FALSE,Restaurant,28
17611,EL POLLO GRANDE,1051 W WASHINGTON BLVD #G,FALSE,Restaurant,11
17612,KFC,2801 W OLYMPIC BLVD,TRUE,Fast Food,101
17613,SOUPLANTATION,2921 LOS FELIZ BLVD,TRUE,Restaurant,219
17614,DELICIAS ADELA RESTAURANT,2400 W 7TH ST UNIT 101,TRUE,Restaurant,31
17615,LA SOLEDAD,2400 W 7TH ST # 107,FALSE,Restaurant,26
17616,THE EDISON,108 W 2ND ST APT #101,FALSE,Restaurant,165
17617,KORA BAR,331 E FLORENCE AVE,FALSE,Bar,27
17618,GUSTO,8022 3RD ST,TRUE,Restaurant,68
17619,HANA BOWL,7217 MELROSE AVE,FALSE,Restaurant,25
17620,EL ASADOR,1225 W VENICE BLVD,FALSE,Restaurant,148
17621,CANCUN RESTAURANT,5219 E BEVERLY BLVD,TRUE,Restaurant,47
17622,BURRITO PLACE,5587 N HUNTINGTON DR,FALSE,Restaurant,5
17623,CHINESE FOOD BOWL,524 E WASHINGTON BLVD,TRUE,Restaurant,36
17624,PHAROH KARAOKE LOUNGE,3680 WILSHIRE BLVD STE B02,FALSE,Restaurant,162
17625,MEMO'S PLACE,5953 E WHITTIER BLVD,FALSE,Restaurant,25
17626,BIG FATPITA CENTURY,10250 STA MON BLVD STE FC4,FALSE,Restaurant,41
17627,KING OF NEW YORK,301 S WESTERN AVE STE #104,FALSE,Restaurant,12
17628,EJ'S BITES,949 S FIGUEROA ST,FALSE,Restaurant,34
17629,PENTHOUSE LOUNGE,1347 S ATLANTIC BLVD,FALSE,Restaurant,81
17630,YUCA'S ON HOLLYWOOD,4666 HOLLYWOOD BLVD,FALSE,Restaurant,49
17631,MAMA'S ORIGINAL PIZZA,3311 MOTOR AVE,FALSE,Pizza,37
17632,STARBUCKS STORE #11233,523 W 6TH ST,TRUE,Cafe,26
17633,MOON JUICE,2839 W SUNSET BLVD,TRUE,Restaurant,17
17634,SUBWAY,6081 CENTER DR STE #206,TRUE,Fast Food,4
17635,LOYOLA LAW SCHOOL CAFETERIA,919 ALBANY ST,FALSE,Restaurant,144
17636,THE PLAZA PANTRY,11980 SAN VICENTE BLVD STE 107,TRUE,Restaurant,25
17637,SUBWAY,2805 S FIGUEROA ST,TRUE,Fast Food,6
17638,STARBUCKS #24871,401 W 5TH ST,TRUE,Cafe,11
17639,TEMPTATION,739 1/2 S WESTERN AVE,FALSE,Restaurant,1
17640,LITTERATI CAFE,12081 WILSHIRE BLVD,FALSE,Restaurant,42
17641,"HACOR, INC.",8506 OSAGE AVE,FALSE,Restaurant,70
17642,OCEAN SEAFOOD RESTAURANT,750 N HILL ST STE A,TRUE,Restaurant,216
17643,CUP BOB,4003 WILSHIRE BLVD # I,FALSE,Restaurant,38
17644,PALM TREE LA,3240 W WILSHIRE BLVD # #401,TRUE,Restaurant,189
17645,EAGLE LA,4219 SANTA MONICA BLVD,FALSE,Restaurant,23
17646,SUBWAY SANDWICHES,10597 W PICO BLVD,TRUE,Fast Food,17
17647,KUISHIMBO,4001 WILSHIRE BLVD STE #E,FALSE,Restaurant,21
17648,FRESH BROTHERS,11740 SAN VICENTE BLVD STE 101,TRUE,Restaurant,11
17649,MUSE ON 8TH,759 S LA BREA AVE,FALSE,Restaurant,37
17650,VEGAN HOUSE ON SUNSET,2701 W SUNSET BLVD,TRUE,Restaurant,38
17651,WETZELS PRETZELS,10800 W PICO BLVD STE 380,TRUE,Restaurant,25
17652,SECOND FLOOR BAR,538 S FLOWER ST,FALSE,Bar,17
17653,CHAYA DOWNTOWN BAR,525 S FLOWER ST,FALSE,Bar,25
17654,CA VA CA VA,5959 W CENTURY BLVD STE 122,FALSE,Restaurant,41
17655,AMMO,6909 MELROSE AVE,FALSE,Restaurant,18
17656,MEAN GREENS,700 N FAIRFAX AVE # B,FALSE,Restaurant,5
17657,THIRD FLOOR BAR,538 S FLOWER ST,FALSE,Bar,35
17658,HINOKI & THE BIRD,10 W CENTURY DR,FALSE,Restaurant,78
17659,JACK IN THE BOX # 3345,5201 WILSHIRE BLVD,TRUE,Restaurant,24
17660,SALT & STRAW,240 LARCHMONT AVE,TRUE,Restaurant,29
17661,FIRST FLOOR BAR,538 S FLOWER ST,FALSE,Bar,19
17662,TRAY WASHING ROOM,505 S FLOWER ST,FALSE,Restaurant,17
