source_id,dt,costs
9,2018-05-04,10.43
9,2018-05-05,7.65
9,2018-05-06,11.29
9,2018-05-07,6.69
9,2018-05-08,10.91
9,2018-05-09,10.85
9,2018-05-10,12.05
9,2018-05-11,11.93
9,2018-05-12,4.09
9,2018-05-13,7.55
9,2018-05-14,15.07
9,2018-05-15,16.3
9,2018-05-16,12.82
9,2018-05-17,13.17
9,2018-05-18,14.47
9,2018-05-19,6.5
9,2018-05-20,10.55
9,2018-05-21,6.53
9,2018-05-22,19.76
9,2018-05-23,8.69
9,2018-05-24,6.11
9,2018-05-25,9.77
9,2018-05-26,8.53
9,2018-05-27,11.11
9,2018-05-28,12.47
9,2018-05-29,16.83
9,2018-05-30,23.57
9,2018-05-31,27.37
10,2017-06-01,15.08
10,2017-06-02,11.18
10,2017-06-03,9.62
10,2017-06-04,17.82
10,2017-06-05,26.68
10,2017-06-06,21.69
10,2017-06-07,18.3
10,2017-06-08,3.82
10,2017-06-09,20.82
10,2017-06-10,5.02
10,2017-06-11,9.13
10,2017-06-12,3.65
10,2017-06-13,12.6
10,2017-06-14,5.71
10,2017-06-15,12.64
10,2017-06-16,6.76
10,2017-06-17,10.52
10,2017-06-18,5.88
10,2017-06-19,15.25
10,2017-06-20,7.84
10,2017-06-21,9.83
10,2017-06-22,5.01
10,2017-06-23,10.32
10,2017-06-24,3.86
10,2017-06-25,3.88
10,2017-06-26,12.16
10,2017-06-27,9.76
10,2017-06-28,4.1
10,2017-06-29,8.2
10,2017-06-30,7.09
10,2017-07-01,12.48
10,2017-07-02,2.5
10,2017-07-03,16.51
10,2017-07-04,2.12
10,2017-07-05,13.47
10,2017-07-06,10.12
10,2017-07-07,13.82
10,2017-07-08,3.89
10,2017-07-09,3.91
10,2017-07-10,18.23
10,2017-07-11,2.24
10,2017-07-12,26.03
10,2017-07-13,21.89
10,2017-07-14,14.06
10,2017-07-15,20.96
10,2017-07-16,6.55
10,2017-07-17,10.2
10,2017-07-18,17.41
10,2017-07-19,15.69
10,2017-07-20,12.94
10,2017-07-21,17.52
10,2017-07-22,7.48
10,2017-07-23,9.37
10,2017-07-24,3.83
10,2017-07-25,6.0
10,2017-07-26,12.77
10,2017-07-27,0.54
10,2017-07-28,7.41
10,2017-07-29,3.33
10,2017-07-30,4.45
10,2017-07-31,12.1
10,2017-08-01,9.17
10,2017-08-02,6.37
10,2017-08-03,6.35
10,2017-08-04,9.53
10,2017-08-05,1.37
10,2017-08-06,9.58
10,2017-08-07,7.88
10,2017-08-08,5.42
10,2017-08-09,16.66
10,2017-08-10,6.3
10,2017-08-11,2.48
10,2017-08-12,4.04
10,2017-08-13,2.32
10,2017-08-14,1.22
10,2017-08-15,4.9
10,2017-08-16,1.92
10,2017-08-17,8.43
10,2017-08-18,16.98
10,2017-08-19,4.07
10,2017-08-20,2.37
10,2017-08-21,5.56
10,2017-08-22,10.39
10,2017-08-23,8.73
10,2017-08-24,4.77
10,2017-08-25,4.29
10,2017-08-26,7.47
10,2017-08-27,7.15
10,2017-08-28,11.66
10,2017-08-29,12.37
10,2017-08-30,14.28
10,2017-08-31,18.54
10,2017-09-01,6.6
10,2017-09-02,3.7
10,2017-09-03,10.13
10,2017-09-04,19.88
10,2017-09-05,14.74
10,2017-09-06,11.65
10,2017-09-07,16.11
10,2017-09-08,11.26
10,2017-09-09,12.87
10,2017-09-10,14.14
10,2017-09-11,13.27
10,2017-09-12,9.31
10,2017-09-13,4.31
10,2017-09-14,19.96
10,2017-09-15,14.79
10,2017-09-16,19.09
10,2017-09-17,12.76
10,2017-09-18,20.14
10,2017-09-19,14.25
10,2017-09-20,18.89
10,2017-09-21,4.48
10,2017-09-22,23.06
10,2017-09-23,15.78
10,2017-09-24,13.93
10,2017-09-25,24.27
10,2017-09-26,23.13
10,2017-09-27,17.71
10,2017-09-28,21.96
10,2017-09-29,20.79
10,2017-09-30,27.71
10,2017-10-01,9.03
10,2017-10-02,36.26
10,2017-10-03,38.51
10,2017-10-04,25.71
10,2017-10-05,10.26
10,2017-10-06,17.84
10,2017-10-07,33.55
10,2017-10-08,7.85
10,2017-10-09,17.06
10,2017-10-10,20.95
10,2017-10-11,9.56
10,2017-10-12,31.71
10,2017-10-13,24.37
10,2017-10-14,10.84
10,2017-10-15,24.3
10,2017-10-16,23.98
10,2017-10-17,22.38
10,2017-10-18,27.62
10,2017-10-19,29.6
10,2017-10-20,5.88
10,2017-10-21,20.7
10,2017-10-22,4.82
10,2017-10-23,19.43
10,2017-10-24,12.0
10,2017-10-25,11.24
10,2017-10-26,1.71
10,2017-10-27,32.54
10,2017-10-28,25.45
10,2017-10-29,12.55
10,2017-10-30,36.77
10,2017-10-31,22.77
10,2017-11-01,17.12
10,2017-11-02,26.83
10,2017-11-03,36.51
10,2017-11-04,21.1
10,2017-11-05,18.7
10,2017-11-06,23.2
10,2017-11-07,26.33
10,2017-11-08,36.36
10,2017-11-09,6.59
10,2017-11-10,46.88
10,2017-11-11,21.41
10,2017-11-12,16.91
10,2017-11-13,11.15
10,2017-11-14,31.98
10,2017-11-15,30.85
10,2017-11-16,27.69
10,2017-11-17,36.07
10,2017-11-18,19.49
10,2017-11-19,25.82
10,2017-11-20,23.55
10,2017-11-21,25.79
10,2017-11-22,4.93
10,2017-11-23,27.84
10,2017-11-24,68.11
10,2017-11-25,40.09
10,2017-11-26,22.04
10,2017-11-27,41.84
10,2017-11-28,15.27
10,2017-11-29,18.28
10,2017-11-30,23.63
10,2017-12-01,13.34
10,2017-12-02,31.34
10,2017-12-03,21.46
10,2017-12-04,14.67
10,2017-12-05,34.68
10,2017-12-06,21.36
10,2017-12-07,27.93
10,2017-12-08,9.5
10,2017-12-09,20.9
10,2017-12-10,17.58
10,2017-12-11,33.65
10,2017-12-12,22.59
10,2017-12-13,27.34
10,2017-12-14,45.1
10,2017-12-15,13.08
10,2017-12-16,33.18
10,2017-12-17,20.17
10,2017-12-18,32.22
10,2017-12-19,28.1
10,2017-12-20,6.35
10,2017-12-21,23.12
10,2017-12-22,12.63
10,2017-12-23,5.85
10,2017-12-24,12.72
10,2017-12-25,6.19
10,2017-12-26,27.4
10,2017-12-27,21.51
10,2017-12-28,16.83
10,2017-12-29,24.43
10,2017-12-30,10.32
10,2017-12-31,10.32
10,2018-01-01,28.99
10,2018-01-02,28.9
10,2018-01-03,27.45
10,2018-01-04,32.27
10,2018-01-05,7.29
10,2018-01-06,19.52
10,2018-01-07,24.37
10,2018-01-08,20.44
10,2018-01-09,16.29
10,2018-01-10,17.87
10,2018-01-11,29.29
10,2018-01-12,18.6
10,2018-01-13,6.4
10,2018-01-14,14.36
10,2018-01-15,21.2
10,2018-01-16,9.89
10,2018-01-17,23.92
10,2018-01-18,16.48
10,2018-01-19,10.57
10,2018-01-20,11.53
10,2018-01-21,14.21
10,2018-01-22,25.63
10,2018-01-23,12.87
10,2018-01-24,22.02
10,2018-01-25,37.58
10,2018-01-26,30.38
10,2018-01-27,22.19
10,2018-01-28,28.49
10,2018-01-29,1.64
10,2018-01-30,28.18
10,2018-01-31,5.53
10,2018-02-01,32.07
10,2018-02-02,12.19
10,2018-02-03,18.37
10,2018-02-04,23.81
10,2018-02-05,21.04
10,2018-02-06,14.56
10,2018-02-07,17.41
10,2018-02-08,26.39
10,2018-02-09,17.42
10,2018-02-10,18.37
10,2018-02-11,16.63
10,2018-02-12,20.87
10,2018-02-13,19.74
10,2018-02-14,39.02
10,2018-02-15,9.2
10,2018-02-16,21.62
10,2018-02-17,18.86
10,2018-02-18,14.07
10,2018-02-19,18.21
10,2018-02-20,12.86
10,2018-02-21,8.08
10,2018-02-22,16.01
10,2018-02-23,15.7
10,2018-02-24,2.57
10,2018-02-25,10.16
10,2018-02-26,17.79
10,2018-02-27,6.94
10,2018-02-28,10.92
10,2018-03-01,9.86
10,2018-03-02,25.15
10,2018-03-03,15.05
10,2018-03-04,11.81
10,2018-03-05,11.84
10,2018-03-06,20.18
10,2018-03-07,25.92
10,2018-03-08,17.08
10,2018-03-09,28.27
10,2018-03-10,19.43
10,2018-03-11,7.4
10,2018-03-12,27.13
10,2018-03-13,14.97
10,2018-03-14,13.86
10,2018-03-15,29.49
10,2018-03-16,14.78
10,2018-03-17,11.67
10,2018-03-18,5.95
10,2018-03-19,20.3
10,2018-03-20,29.1
10,2018-03-21,17.07
10,2018-03-22,9.54
10,2018-03-23,21.48
10,2018-03-24,21.94
10,2018-03-25,16.25
10,2018-03-26,34.3
10,2018-03-27,14.43
10,2018-03-28,9.29
10,2018-03-29,20.88
10,2018-03-30,1.99
10,2018-04-02,21.25
10,2018-04-03,23.96
10,2018-04-04,4.87
10,2018-04-05,17.33
10,2018-04-06,6.84
10,2018-04-07,3.36
10,2018-04-08,7.3
10,2018-04-09,16.25
10,2018-04-10,7.31
10,2018-04-11,14.95
10,2018-04-12,19.78
10,2018-04-13,9.33
10,2018-04-14,8.97
10,2018-04-15,10.28
10,2018-04-16,13.52
10,2018-04-17,8.65
10,2018-04-18,13.68
10,2018-04-19,18.97
10,2018-04-20,9.13
10,2018-04-21,11.53
10,2018-04-22,12.36
10,2018-04-23,16.16
10,2018-04-24,26.1
10,2018-04-25,23.16
10,2018-04-26,14.43
10,2018-04-27,18.68
10,2018-04-28,9.66
10,2018-04-29,5.21
10,2018-04-30,15.23
10,2018-05-01,10.02
10,2018-05-02,3.5
10,2018-05-03,5.35
10,2018-05-04,23.06
10,2018-05-05,16.41
10,2018-05-06,17.36
10,2018-05-07,9.08
10,2018-05-08,8.09
10,2018-05-09,10.63
10,2018-05-10,8.16
10,2018-05-11,13.23
10,2018-05-12,13.54
10,2018-05-13,6.94
10,2018-05-14,13.02
10,2018-05-15,14.07
10,2018-05-16,6.42
10,2018-05-17,13.66
10,2018-05-18,15.51
10,2018-05-19,18.33
10,2018-05-20,6.46
10,2018-05-21,13.76
10,2018-05-22,21.7
10,2018-05-23,7.42
10,2018-05-24,10.79
10,2018-05-25,22.21
10,2018-05-26,7.89
10,2018-05-27,9.92
10,2018-05-28,21.26
10,2018-05-29,11.32
10,2018-05-30,33.15
10,2018-05-31,17.6
